Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary
1340,WEST GRAND 1-JT.,0,0,0,104,323,2,11,0.2659,13,0.3523,440,0.826,0.87,0.923,0.7,0.923,0.8,12.23666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,42,42,36.8,39463.54
1350,EAST GRAND 2,12,3,4,151,1073,6,15,0.1511,13,0.3256,1207,0.825,0.845,0.813,0.837,0.854,0.837,11.918,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,82,20,102,106,98.7,44009.67
1360,GUNNISON WATERSHED RE1J,11,6,9,327,1544,2,35,0.2017,13,0.2644,1861,0.832,0.879,0.868,0.796,0.925,0.833,16.842,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,110,29,139,142,134,44208.53
1380,HINSDALE COUNTY RE 1,2,0,1,2,73,0,2,0.0875,13,0.2941,68,1,1,0,1,0,1,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,10,9.5,38584
1390,HUERFANO RE-1,17,3,7,336,147,1,0,0.7123,13,0.8063,475,0.75,0.75,0.722,0.773,0.722,0.773,11.62,0,0,0,1,3,4,0,0,0,7,3,10,0,0,0,0,0,0,25,4,29,43,43,35459.42
1400,LA VETA RE-2,1,0,0,60,129,0,1,0.3246,13,0.5598,184,0.875,0.875,0.818,0.923,0.818,0.923,10.005,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,4,20,22,19.1,37151.55
1410,NORTH PARK R-1 ,1,0,0,43,163,0,6,0.2347,13,0.5729,192,0.9,0.9,1,0.833,1,0.833,11.585,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20,21,19.8,38334.72
1420,JEFFERSON COUNTY R-1,553,2671,989,20767,57999,163,2841,0.3255,13,0.3375,82942,0.815,0.844,0.859,0.773,0.882,0.808,18.3978125,13,11,24,40,11,51,2,8,10,249,71,320,7,2,9,49,17,66,"3,461","1,161","4,622","5,102",4785.5,55612.66
1430,EADS RE-1,3,0,1,0,175,2,0,0.0331,13,0.4904,157,0.9,0.9,1,0.857,1,0.857,9.01,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,18,9,27,29,20.3,33909.41
1440,PLAINVIEW RE-2,0,0,0,4,67,0,1,0.0694,13,0.4844,64,0.8,0.8,1,0.75,1,0.75,6.78,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,3,12,13,10.6,32361.48
1450,ARRIBA-FLAGLER C-20,0,1,1,20,160,2,3,0.1444,13,0.5298,168,1,1,1,1,1,1,9.993333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,31,31,18.2,35842.42
1460,HI-PLAINS R-23,1,0,3,21,95,0,1,0.2149,13,0.6132,106,1,1,1,1,1,1,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19,19,16.3,32985.08
1480,STRATTON R-4,1,0,0,36,148,0,1,0.2043,13,0.56,150,0.857,0.857,1,0.8,1,0.8,9.906666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32,32,17.7,31402.48
1490,BETHUNE R-5,0,4,0,45,82,0,1,0.3788,13,0.6748,123,0.889,0.889,0.5,1,0.5,1,9.14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21,22,14.7,36416.53
1500,BURLINGTON RE-6J,4,4,8,332,475,0,5,0.4263,13,0.4757,742,0.922,0.941,0.917,0.926,0.958,0.926,15.5,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,33,16,49,55,52.5,33951.54
1510,LAKE COUNTY R-1,8,1,2,774,307,0,18,0.7234,13,0.733,1000,0.765,0.779,0.821,0.725,0.857,0.725,19.9225,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48,17,65,66,58.8,36461.07
1520,DURANGO 9-R,225,40,23,872,3387,4,108,0.273,13,0.31,4500,0.718,0.782,0.777,0.652,0.837,0.72,15.43363636,6,2,8,1,0,1,1,1,2,7,4,11,0,0,0,0,0,0,211,80,291,313,292.2,49097.79
1530,BAYFIELD 10 JT-R,43,8,1,202,1048,1,37,0.2179,13,0.2736,1312,0.897,0.932,0.877,0.917,0.947,0.917,15.80666667,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,66,20,86,88,85.1,44936.85
1540,IGNACIO 11 JT,182,2,3,268,265,1,42,0.6527,13,0.4666,763,0.627,0.729,0.686,0.542,0.8,0.625,12.00333333,0,0,0,0,0,0,0,0,0,6,7,13,0,0,0,0,0,0,46,14,60,73,63.1,39034.67
1550,POUDRE R-1,150,901,336,5058,20984,33,977,0.2621,13,0.2902,27644,0.84,0.867,0.872,0.81,0.899,0.837,16.96603774,0,2,2,4,5,9,4,1,5,55,33,88,0,0,0,5,2,7,"1,235",409,"1,644","1,755",1626.8,49508.45
1560,THOMPSON R2-J,93,191,148,3185,12203,32,358,0.2472,13,0.3693,15619,0.777,0.806,0.821,0.732,0.843,0.767,18.12911765,2,0,2,6,2,8,0,2,2,18,9,27,0,0,0,0,0,0,765,239,"1,004","1,043",868.8,47943.74
1570,ESTES PARK R-3,5,18,9,251,798,1,14,0.2719,13,0.3729,1062,0.793,0.829,0.839,0.765,0.871,0.804,14.595,0,0,0,0,0,0,0,0,0,3,1,4,1,0,1,1,0,1,65,25,90,96,81.9,45684.86
1580,TRINIDAD 1,14,8,7,763,216,3,8,0.788,13,0.7184,1019,0.83,0.875,0.804,0.857,0.848,0.905,18.39666667,0,0,0,0,0,0,0,0,0,17,3,20,0,0,0,0,0,0,26,11,37,57,57,44180.02
1590,PRIMERO REORGANIZED 2,3,0,1,0,191,1,0,0.0255,13,0.4293,184,0.889,0.889,0.889,0.889,0.889,0.889,9.715,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,11,7,18,24,20.7,38549.1
1600,HOEHNE REORGANIZED 3,0,3,2,168,180,2,4,0.4986,13,0.3733,359,1,1,1,1,1,1,15.81333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,38,38,23.8,39444.92
1620,AGUILAR REORGANIZED 6,0,0,2,58,47,0,0,0.5607,13,0.2604,96,0.5,0.5,0,0.6,0,0.6,5.945,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,2,10,14,18,27435.58
1750,BRANSON REORGANIZED 82,6,3,27,137,278,1,28,0.4208,13,0.1729,480,0.592,0.653,0.6,0.579,0.633,0.684,10.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,32,32,30.2,39333.63
1760,KIM REORGANIZED 88,0,0,0,0,46,0,0,0,13,0.6512,43,1,1,1,1,1,1,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14,14,9.4,27825.96
1780,GENOA-HUGO C113,4,0,4,7,163,0,0,0.0843,13,0.5443,158,0.875,0.875,0.5,1,0.5,1,9.12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,26,1,27,30,18.1,35422.17
1790,LIMON RE-4J,3,3,13,54,383,4,13,0.1903,13,0.482,473,0.97,0.97,1,0.938,1,0.938,15.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,43,43,30.6,35560.56
1810,KARVAL RE-23,1,1,1,4,93,0,0,0.07,13,0.3958,96,0.436,0.615,0.438,0.435,0.625,0.609,6.816666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,22,23,13.1,34581.86
1828,VALLEY RE-1,16,11,14,592,1613,0,59,0.3002,13,0.5494,2135,0.778,0.847,0.826,0.726,0.902,0.786,14.83333333,0,0,0,1,1,2,0,0,0,1,2,3,0,0,0,0,0,0,121,28,149,154,142.3,38459.93
1850,FRENCHMAN RE-3,0,0,1,23,174,0,5,0.1429,13,0.383,188,1,1,1,1,1,1,10.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,28,28,19.3,40152.91
1860,BUFFALO RE-4J,3,2,8,25,274,0,6,0.1384,13,0.2893,318,0.885,0.962,0.846,0.923,0.923,1,13.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,28,28,23.2,41204.26
1870,PLATEAU RE-5,4,0,2,5,182,0,3,0.0714,13,0.3167,180,1,1,1,1,1,1,10.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,4,19,20,19.2,38107.15
1980,DE BEQUE 49JT,1,0,1,19,124,0,1,0.1507,13,0.458,131,0.667,0.667,1,0.5,1,0.5,8.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,21,17.3,38647.53
1990,PLATEAU VALLEY 50,3,3,14,63,357,1,9,0.2067,13,0.2313,428,0.303,0.485,0.429,0.234,0.6,0.422,12.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,49,49,35.3,39443.42
2000,MESA COUNTY VALLEY 51,143,152,134,4963,15659,30,813,0.2848,13,0.4269,21174,0.776,0.79,0.812,0.741,0.823,0.758,22.67930233,4,1,5,5,4,9,3,3,6,54,28,82,1,0,1,3,1,4,914,323,"1,237","1,344",1263.7,46603.25
2010,CREEDE SCHOOL DISTRICT,0,0,0,11,66,0,3,0.175,13,0.6125,80,1,1,1,1,1,1,5.545,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,4,16,17,15.3,36479.53
2020,MOFFAT COUNTY RE:NO 1,21,9,12,487,1668,0,44,0.2557,13,0.4403,2067,0.868,0.875,0.942,0.807,0.942,0.819,16.12142857,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,113,29,142,145,138,47229.07
2035,MONTEZUMA-CORTEZ RE-1,753,8,8,544,1422,9,93,0.4988,13,0.5931,2740,0.522,0.57,0.6,0.455,0.638,0.512,18.30444444,6,0,6,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,119,40,159,174,166.9,38091.55
2055,DOLORES RE-4A,24,1,4,93,635,0,18,0.1806,13,0.4314,707,0.897,0.956,0.875,0.917,0.938,0.972,14.38,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,43,13,56,61,49.2,39430.15
2070,MANCOS RE-6,27,1,1,65,311,1,10,0.2524,13,0.5666,383,0.88,0.92,0.8,0.933,0.9,0.933,12.81,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28,12,40,41,32,35707.56
2180,MONTROSE COUNTY RE-1J,31,36,24,2378,3577,3,151,0.4231,13,0.5346,5911,0.714,0.738,0.78,0.649,0.794,0.684,20.37857143,0,1,1,3,0,3,0,0,0,13,8,21,0,0,0,0,0,0,247,107,354,379,348.2,45784.22
2190,WEST END RE-2,2,1,4,18,232,0,1,0.1008,13,0.5776,232,0.833,0.867,0.882,0.769,0.882,0.846,11.01666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,26,26,23.4,36152.08
2395,BRUSH RE-2(J),4,5,6,775,733,4,37,0.5313,13,0.5447,1489,0.84,0.904,0.865,0.81,0.942,0.857,15.735,0,0,0,0,0,0,1,0,1,8,3,11,0,0,0,0,0,0,69,23,92,104,98.4,37302.36
2405,FORT MORGAN RE-3,24,20,116,1986,1036,2,21,0.6768,13,0.6881,2969,0.727,0.793,0.736,0.717,0.802,0.783,14.61875,0,0,0,0,1,1,1,0,1,15,1,16,0,0,0,0,0,0,143,52,195,213,205.5,38557.04
2505,WELDON VALLEY RE-20(J),0,1,0,32,185,0,3,0.1629,13,0.3782,193,0.938,0.938,0.933,1,0.933,1,12.89666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,27,27,16.7,37558.55
2515,WIGGINS RE-50(J),7,2,2,158,377,0,17,0.3304,13,0.5604,505,0.885,0.923,1,0.786,1,0.857,16.59333333,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,19,18,37,39,32.2,38196.21
2520,EAST OTERO R-1,6,4,6,841,431,2,19,0.6707,13,0.7426,1309,0.776,0.822,0.847,0.688,0.898,0.729,16.62333333,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,1,1,50,16,66,76,76,38734.97
2530,ROCKY FORD R-2,4,3,5,602,189,1,1,0.7652,13,0.8072,783,0.63,0.783,0.75,0.567,0.875,0.733,13.24666667,0,0,0,0,1,1,0,0,0,10,4,14,0,0,0,2,0,2,32,12,44,61,58.9,35484.56
2535,MANZANOLA 3J,0,0,1,90,46,0,0,0.6642,13,0.7153,137,0.75,0.75,1,0.7,1,0.7,7.915,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,16,4,20,22,17.7,37808.4
2540,FOWLER R-4J,1,0,0,97,310,0,1,0.2421,13,0.5355,409,0.857,0.905,0.909,0.8,0.909,0.9,12.95666667,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,1,0,1,28,14,42,51,33.6,36928.24
2560,CHERAW 31,2,1,1,57,169,0,1,0.2684,13,0.6,215,1,1,1,1,1,1,12.37,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,26,1,27,29,18.9,36793.57
2570,SWINK 33,1,19,5,54,249,0,8,0.2589,13,0.4345,336,0.957,1,0.9,1,1,1,11.935,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,21,6,27,30,28.1,38269.81
2580,OURAY R-1,0,3,1,19,173,0,1,0.1218,13,0.3424,184,0.7,0.7,1,0.571,1,0.571,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,42,42,27,37254.03
2590,RIDGWAY R-2,0,6,1,29,287,2,18,0.1633,13,0.3587,329,1,1,1,1,1,1,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,53,53,32,39387.34
2600,PLATTE CANYON 1,6,13,7,107,861,0,37,0.1649,13,0.341,959,0.75,0.763,0.758,0.745,0.758,0.766,16.32333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,14,65,65,62.3,45752.4
2610,PARK COUNTY RE-2,6,1,1,76,483,0,23,0.1814,13,0.4933,519,0.882,0.882,0.929,0.85,0.929,0.85,11.796,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,47,7,54,57,42.6,37348.44
2620,HOLYOKE RE-1J,0,0,1,255,306,0,6,0.4613,13,0.4613,568,0.841,0.864,0.905,0.783,0.905,0.826,13.24,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,29,11,40,43,43.1,34322.46
2630,HAXTUN RE-2J,1,0,0,26,293,0,6,0.1012,13,0.3231,294,1,1,1,1,1,1,12.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,30,30,24.8,37006.37
2640,ASPEN 1,6,29,12,183,1490,1,7,0.1377,13,0.0557,1670,0.967,0.967,0.983,0.952,0.983,0.952,11.515,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,97,44,141,144,132,57261.83
2650,GRANADA RE-1,0,0,0,143,59,0,0,0.7079,13,0.6256,195,0.826,0.826,0.857,0.813,0.857,0.813,10.61,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,17,4,21,23,20.2,36815.45
2660,LAMAR RE-2,17,4,8,925,683,0,27,0.5895,13,0.6786,1537,0.724,0.759,0.763,0.684,0.763,0.754,15.184,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,1,1,2,72,21,93,107,104.3,40230.19
2670,HOLLY RE-3,4,0,0,154,140,0,1,0.5318,13,0.7584,269,0.882,0.882,0.714,1,0.714,1,12.52333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,31,31,23.8,32918.65
2680,WILEY RE-13 JT,1,0,1,58,160,0,6,0.292,13,0.4928,209,0.88,0.88,0.857,0.909,0.857,0.909,10.555,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,17,6,23,25,21.4,33593.72
2690,PUEBLO CITY 60,101,108,352,12494,4713,23,199,0.738,13,0.6916,16985,0.701,0.734,0.785,0.62,0.816,0.655,17.2759375,9,1,10,4,3,7,8,7,15,218,71,289,0,0,0,2,2,4,568,166,734,"1,059",1048.1,45232.44
2700,PUEBLO COUNTY 70,50,70,84,3081,5715,9,248,0.3826,13,0.4195,8971,0.828,0.883,0.859,0.802,0.895,0.874,17.72916667,0,0,0,0,0,0,1,1,2,49,15,64,0,0,0,0,0,0,341,112,453,519,503.3,44754.12
2710,MEEKER RE1,7,1,0,110,586,2,4,0.1746,13,0.2914,652,0.978,0.978,1,0.941,1,0.941,18.01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27,14,41,42,39.1,48231.89
2720,RANGELY RE-4,5,1,1,49,489,2,8,0.1189,13,0.342,500,0.914,0.914,1,0.85,1,0.85,18.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,32,32,31.6,38311.32
2730,DEL NORTE C-7,0,0,0,247,190,0,6,0.5711,13,0.6524,443,0.973,0.973,1,0.958,1,0.958,11.07333333,1,0,1,0,0,0,0,0,0,4,8,12,0,0,0,1,0,1,16,14,30,44,41.1,33671.18
2740,MONTE VISTA C-8,17,2,4,812,282,0,11,0.75,13,0.7034,1072,0.66,0.76,0.684,0.628,0.754,0.767,22.32714286,0,0,0,0,0,0,0,0,0,14,5,19,0,0,0,0,0,0,42,22,64,83,73.6,37724.52
2750,SARGENT RE-33J,1,4,1,110,326,0,5,0.2707,13,0.3691,447,0.957,0.957,1,0.917,1,0.917,14.10666667,0,0,0,1,0,1,0,0,0,3,2,5,0,0,0,1,0,1,28,6,34,41,33.5,37700.02
2760,HAYDEN RE-1,1,1,5,38,369,1,0,0.1108,13,0.3641,379,0.969,0.969,1,0.958,1,0.958,11.22333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,41,41,36.9,48427.55
2770,STEAMBOAT SPRINGS RE-2,5,31,10,255,2050,12,38,0.1462,13,0.1812,2401,0.873,0.892,0.883,0.864,0.883,0.901,13.49833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,31,168,168,159.8,49782.6
2780,SOUTH ROUTT RE 3,2,3,2,37,359,2,2,0.1179,13,0.3639,371,1,1,1,1,1,1,10.20333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,41,41,37.6,41442.52
2790,MOUNTAIN VALLEY RE 1,2,0,0,40,90,0,3,0.3333,13,0.7583,120,1,1,1,1,1,1,9.87,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,14,5,19,23,14.4,34435.59
2800,MOFFAT 2,2,4,4,13,152,2,12,0.1958,13,0.6705,173,0.684,0.684,0.875,0.545,0.875,0.545,11.485,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,12,8,20,22,19.8,36142.45
2810,CENTER 26 JT,8,0,0,602,44,0,3,0.933,13,0.9173,617,0.735,0.735,0.741,0.727,0.741,0.727,14.046,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,23,14,37,47,41,36129.48
2820,SILVERTON 1,0,0,0,17,47,0,0,0.2656,13,0.5781,64,0.667,0.667,1,0.5,1,0.5,5.076666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,15,12,34280.65
2830,TELLURIDE R-1,3,10,1,157,657,2,12,0.2197,13,0.2571,813,0.923,0.962,1,0.826,1,0.913,11.99666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,67,21,88,89,70,50789.77
2840,NORWOOD R-2J,7,2,2,16,239,0,6,0.1213,13,0.5516,252,1,1,1,1,1,1,12.23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,4,27,28,22.5,45268.12
2862,JULESBURG RE-1,11,5,14,235,683,0,7,0.2848,13,0.5158,919,0.208,0.29,0.239,0.17,0.323,0.248,20.04666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,47,47,42.3,43634.13
2865,PLATTE VALLEY RE-3,2,1,1,22,83,0,0,0.2385,13,0.7248,109,1,1,1,1,1,1,7.515,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,18,14.6,35838.17
3000,SUMMIT RE-1,5,27,16,1095,2057,2,85,0.3742,13,0.3691,3132,0.876,0.886,0.942,0.804,0.942,0.825,14.69444444,1,0,1,0,0,0,0,0,0,10,2,12,0,0,0,0,0,0,166,38,204,217,191.2,53147.92
3010,CRIPPLE CREEK-VICTOR RE-1,9,1,6,47,311,4,1,0.1794,13,0.6638,345,0.7,0.8,0.75,0.643,0.813,0.786,14.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,29,29,25.7,37730.51
3020,WOODLAND PARK RE-2,11,20,15,202,2222,3,113,0.1408,13,0.3611,2476,0.799,0.844,0.878,0.738,0.918,0.786,17.072,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,120,36,156,158,148.6,41765.64
3030,AKRON R-1,1,4,1,64,277,0,11,0.2263,13,0.4503,342,0.867,0.867,0.857,0.875,0.857,0.875,10.995,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,27,10,37,38,31.9,31224.08
3040,ARICKAREE R-2,0,1,0,30,81,2,0,0.2895,13,0.4909,110,0.875,0.875,0.667,1,0.667,1,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20,20,16.3,31148.16
3050,OTIS R-3,1,0,1,14,184,0,5,0.1024,13,0.4127,189,0.929,0.929,1,0.875,1,0.875,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,25,21.4,32137.5
3060,LONE STAR 101,0,0,0,0,120,0,1,0.0083,13,0.4711,121,1,1,1,1,1,1,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,28,28,19.2,27616.33
3070,WOODLIN R-104,0,0,1,9,80,0,0,0.1111,13,0.5926,81,0.778,0.889,0.8,0.75,1,0.75,8.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,16,10.8,28953.6
3080,WELD COUNTY RE-1,15,6,5,1044,827,2,23,0.5697,13,0.543,1803,0.83,0.84,0.913,0.759,0.913,0.778,14.80666667,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,1,0,1,94,33,127,139,126.9,43174.4
3085,EATON RE-2,6,10,13,400,1377,0,31,0.2504,13,0.3375,1837,0.891,0.931,0.911,0.875,0.911,0.946,16.862,0,0,0,1,0,1,0,0,0,2,1,3,0,0,0,1,0,1,86,24,110,115,109.1,44487.81
3090,KEENESBURG RE-3(J),11,8,11,827,1388,2,59,0.3981,13,0.535,2198,0.845,0.859,0.894,0.803,0.894,0.829,16.04833333,1,0,1,0,0,0,0,0,0,5,2,7,0,0,0,0,0,0,115,23,138,146,140.5,41778.66
3100,WINDSOR RE-4,21,61,10,704,3905,2,118,0.19,13,0.1859,4690,0.921,0.942,0.967,0.884,0.976,0.916,16.70888889,0,0,0,3,1,4,0,0,0,5,2,7,0,0,0,0,2,2,240,59,299,312,287.3,46522.54
3110,JOHNSTOWN-MILLIKEN RE-5J,9,24,13,1085,2360,3,54,0.3348,13,0.3298,3429,0.802,0.825,0.859,0.758,0.872,0.788,19.68833333,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,138,44,182,186,180.8,49280.62
3120,GREELEY 6,69,361,377,12056,7272,36,279,0.6444,13,0.6474,20442,0.799,0.816,0.863,0.74,0.879,0.758,17.72096774,4,1,5,2,2,4,3,6,9,93,27,120,1,0,1,1,0,1,817,243,"1,060","1,200",1144.9,48538.73
3130,PLATTE VALLEY RE-7,1,1,1,355,733,0,3,0.33,13,0.4223,1094,0.926,0.926,0.947,0.907,0.947,0.907,13.72666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,14,83,83,79.8,42304.77
3140,WELD COUNTY S/D RE-8,10,10,6,1725,643,2,19,0.7337,13,0.6782,2231,0.745,0.779,0.792,0.694,0.818,0.736,16.9,0,0,0,1,0,1,1,0,1,18,6,24,0,0,0,0,3,3,97,26,123,152,142.5,45289.8
3145,AULT-HIGHLAND RE-9,4,3,1,277,462,1,17,0.3961,13,0.5072,765,0.823,0.855,0.88,0.784,0.96,0.784,12.75,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,42,20,62,64,59.8,38257.63
3146,BRIGGSDALE RE-10,0,5,0,13,143,0,1,0.1173,13,0.4211,152,1,1,1,1,1,1,9.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,19,17,36070.48
3147,PRAIRIE RE-11,0,0,4,13,174,0,5,0.1122,13,0.1828,186,1,1,1,1,1,1,11.095,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,18,5,23,25,17.7,40312.25
3148,PAWNEE RE-12,0,0,0,7,80,0,1,0.0909,13,0.3214,84,1,1,1,1,1,1,5.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,21,16.8,32762.55
3200,YUMA 1,0,2,1,431,375,0,4,0.5387,13,0.671,766,0.883,0.9,0.879,0.889,0.909,0.889,12.30333333,0,0,0,0,1,1,0,0,0,0,0,0,3,1,4,0,0,0,49,11,60,65,64.4,38108.92
3210,WRAY RD-2,2,1,3,194,513,1,10,0.2914,13,0.5991,671,0.831,0.847,0.906,0.741,0.906,0.778,16.07666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,44,11,55,56,45.2,37604.76
3220,IDALIA RJ-3,2,0,0,48,132,0,0,0.2747,13,0.5385,156,1,1,1,1,1,1,11.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,22,22,15.8,39027.05
3230,LIBERTY J-4,0,0,0,9,60,0,0,0.1304,13,0.2241,58,1,1,1,1,1,1,6.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14,14,10.5,34018.77
9030,MOUNTAIN BOCES,2,0,2,42,65,0,0,0.4144,13,0,111,0.646,0.708,0.643,0.652,0.714,0.696,12.01,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,109,24,133,135,100.8,49966.71
9035,CENTENNIAL BOCES,0,0,3,100,79,0,3,0.573,13,0,185,0.418,0.462,0.469,0.39,0.5,0.441,26.19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,3,38,39,13.3,31221.6
9050,SAN JUAN BOCES,1,0,0,6,39,0,2,0.1875,13,0,48,0.273,0.364,0.429,0,0.429,0.25,39.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9,9,6.4,50854.27
